Snap_Date,Store_Name,Store_Division,Tool_Brand,Major_Business_Unit,Tool_Category,Expert_Level,Week_Sales_SPT,Annual_Sales_SPT,Supply_Weeks,Week_ID,Year_ID,Series
2022-11-21,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,0,0,0,47,2021,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2022-11-28,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,49215,2108010,6.447493779,48,2021,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2022-12-05,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,42907,2150917,6.214843454,49,2021,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2022-12-12,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,42680,2193597,6.589602947,50,2021,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2022-12-19,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,0,0,0,51,2021,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2022-12-26,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,0,0,0,52,2021,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-01-02,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,32340,32340,7.737984013,1,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-01-09,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,31828,64168,7.180630774,2,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-01-16,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,29812,93980,6.106008584,3,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-01-23,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,28748,122728,6.251694532,4,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-01-30,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,26285,149013,6.381267623,5,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-02-06,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,26164,175177,7.094985732,6,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-02-13,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,27845,203022,7.347978173,7,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-02-20,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,30309,233331,7.373392957,8,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-02-27,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,32073,265404,7.160786426,9,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-03-06,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,29084,294488,6.743499281,10,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-03-13,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,32566,327054,7.570789866,11,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-03-20,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,32971,360025,7.26932758,12,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-03-27,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,33656,393681,6.978458703,13,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-04-03,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,33819,427500,7.207301173,14,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-04-10,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,35997,463497,6.844518549,15,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-04-17,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,32135,495632,6.056527591,16,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-04-24,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,35499,531131,5.877126847,17,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-05-01,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,40120,571251,6.44105791,18,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-05-08,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,38514,609765,6.077576225,19,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-05-15,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,42422,652187,5.673697494,20,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-05-22,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,38513,690700,4.892982456,21,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-05-29,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,40164,730864,4.89513174,22,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-06-05,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,38019,768883,4.507475737,23,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-06-12,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,35708,804591,4.60007278,24,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-06-19,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,34500,839091,4.290957497,25,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-06-26,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,36790,875881,4.878752437,26,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-07-03,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,37695,913576,5.685600544,27,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-07-10,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,39599,953175,5.677935435,28,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-07-17,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,38750,991925,5.283282731,29,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-07-24,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,36126,1028051,4.938385991,30,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-07-31,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,39520,1067571,5.658845438,31,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-08-07,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,38224,1105795,5.585363577,32,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-08-14,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,40198,1145993,5.904446895,33,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-08-21,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,38593,1184586,5.677349463,34,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-08-28,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,40599,1225185,5.593055186,35,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-09-04,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,40012,1265197,5.312016683,36,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-09-11,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,39253,1304450,5.325265281,37,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-09-18,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,39614,1344064,5.261888112,38,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-09-25,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,47684,1391748,5.512259775,39,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-10-02,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,50561,1442309,5.490704577,40,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-10-09,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,50452,1492761,5.11740413,41,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-10-16,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,53564,1546325,4.445907937,42,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-10-23,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,46629,1592954,4.059705676,43,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2023-10-30,Ace Hardware,Handheld Tools (HTS),Bosch,BRU,Hand Tools & Storage,Pro,46820,1639774,4.285755313,44,2022,Ace Hardware-Handheld Tools (HTS)-Bosch-BRU-Hand Tools & Storage-Pro
2020-12-15,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,8.545144804,50,2019,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2020-12-29,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,18.99810922,52,2019,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-01-05,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,41992,41992,25.00166722,1,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-01-19,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,23.65271438,3,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-01-26,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,21.90844616,4,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-02-02,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,21.73868706,5,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-02-09,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,7.359026369,6,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-02-16,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,12830,12830,7.597178131,7,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-02-23,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,13944,30007.72984,9.372669683,8,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-03-01,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,17259,47712.5232,9.275461381,9,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-03-08,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,16553,63250.84828,8.941977199,10,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-03-15,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,44829,228325.02,20.21900665,11,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-03-22,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,44135,268640.6151,19.67730634,12,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-03-29,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,44815,313455.6151,19.75498858,13,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-04-05,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,46340,359795.6151,19.38111315,14,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-04-12,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,47913,407708.6151,18.43647964,15,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-04-19,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,124123.0125,9.745743975,16,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-04-26,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,14204,139826.1989,8.381634372,17,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-05-03,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,60197,517160.2861,13.33985406,18,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-05-10,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,12007,167528.7454,6.302100162,19,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-05-17,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,12318,180807.0378,6.245056065,20,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-05-24,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,14058,195076.4544,7.048512026,21,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-05-31,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,14438,209457.656,6.958135861,22,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-06-07,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,14136,223480.5009,6.072761546,23,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-06-14,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,223622.3341,5.400895255,24,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-06-21,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,13978,237609.1482,5.186884071,25,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-06-28,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,13574,251155.5539,5.318297563,26,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-07-05,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,59965,1263039.794,10.96134002,27,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-07-12,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,12814,352772.9879,4.495346629,28,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-07-19,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,10347,362181.3951,3.988610942,29,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-07-26,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,7499,369000.1489,3.593627338,30,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-08-02,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,52927,1446894.274,10.48515618,31,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-08-09,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,11333,385023.6293,4.821965318,32,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-08-16,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,56078,1540160.895,11.50830565,33,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-08-23,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,56952,1591946.689,11.0266172,34,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-08-30,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,51745,1638997.818,10.23925294,35,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-09-06,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,49654,1684147.625,9.25,36,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-09-13,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,50905,1730434.951,9.969173442,37,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-09-20,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,53580,1779154.624,11.41088078,38,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-09-27,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,7249,456000.8642,3.848347375,39,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-10-04,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,70675,2123000.219,10.02513369,40,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-10-11,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,64437,2181592.036,9.89507276,41,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-10-18,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,75197,2249967.797,8.156636718,42,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-10-25,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,13007,493159.8444,3.566923268,43,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-11-01,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,13326,505277.0218,9.804367607,44,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-11-08,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,13859,517878.8499,13.76335251,45,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-11-15,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,24019,539719.0482,13.76335251,46,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-11-22,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,67708,4985056.109,12.55618528,47,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-11-29,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,129539,2759323.942,13.55322568,48,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-12-06,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,33808,611095.4607,10.27751597,49,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-12-13,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,86528,2934690.048,9.508716707,50,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-12-20,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,87644,3014644.971,9.73112641,51,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2021-12-27,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,25940,700142.0748,9.740521623,52,2020,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-01-03,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,67708,67708,10.86249355,1,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-01-10,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,0,0,0,2,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-01-17,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,97411,296197,27.09827853,3,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-01-24,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,35289,161862,23.20542132,4,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-01-31,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,81764,467466,23.28326147,5,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-02-07,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,39077,243109,26.21518111,6,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-02-14,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,92329,649085,30.10719161,7,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-02-21,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,40973,318557,24.27019717,8,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-02-28,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,108142,867876,27.11843444,9,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-03-07,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,42480,409840,21.23910004,10,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-03-14,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,48684,458524,19.47059501,11,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-03-21,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,117323,1209451,25.59732607,12,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-03-28,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,37965,536800,22.62161996,13,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-04-04,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,33979,570779,23.69254558,14,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-04-11,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,105234,1531769,26.36680791,15,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-04-18,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,33754,639113,28.03044322,16,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
2022-04-25,Ace Hardware,Handheld Tools (HTS),DeWalt,BRU,Hand Tools & Storage,Pro,32898,672011,29.33094478,17,2021,Ace Hardware-Handheld Tools (HTS)-DeWalt-BRU-Hand Tools & Storage-Pro
